Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-0197,Wed May 13 2020 07:15:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"I have a general feeling of malaise - nausea, gas, bloating, cough which is normal due to hiatus hernia, difficulty breathing which is normal due to asthma & allergies",Symptoms,,,,
05/20-0198,Wed May 13 2020 08:48:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0199,Wed May 13 2020 09:46:19 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"que fait on exactement pour être prise en charge en arrivant a l’aéroport, ne peux aller ou je vis, personnes plus de 65 ans.",Travel from outside Canada,,,,
05/20-0200,Wed May 13 2020 10:24:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0201,Wed May 13 2020 10:41:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Test sérologique,Testing,,,,
05/20-0202,Wed May 13 2020 10:46:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Est ce que 2 conjoints qui vivent séparément peuvent se voir ? Mon fils et sa compine respecte le.confinement maisnils on hâte de se voir est ce que c est accepté poir les relations de longue date pour des personnes qui ont respecté le confinement,"Permissible activities, Family relationships",,,,
05/20-0203,Wed May 13 2020 11:11:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"Ma conjointe (62) recevra 4 petit enfants plus 2 d'autres familles) pour faire les leçons, est-ce risqué de contacté le virus ou simplement proscrit?","Permissible activities, Family relationships",,,,
05/20-0204,Wed May 13 2020 11:23:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Can u tell me what coronavirus is,What is COVID,,,,
05/20-0205,Wed May 13 2020 11:39:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,what are the complications for adults,Symptoms,,,,
05/20-0206,Wed May 13 2020 11:54:49 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Symptoms all Conjunctivitis,Symptoms,,,,
05/20-0207,Wed May 13 2020 11:54:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0208,Wed May 13 2020 12:14:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,Moi je vois ma fille depuis le debut de la covid 19 avec ses enfantset des fois je cuche chez eux.Je reste ds une cooperative de 55ans et plus.Hier on me dit que si je couche chez ma fille je dois me mettre en quanrentaine je pourrais plus sortir pour faire mon lavage et ni mettre mes vidanges pend,"Permissible activities, Family relationships",,,,
05/20-0209,Wed May 13 2020 12:17:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,ou m inscrire por aider au personel,Feedback unclear,,,,
05/20-0210,Wed May 13 2020 12:58:28 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Lieu où je peux me rendre pour vérifier si je suis atteint,Testing,,,,
05/20-0211,Wed May 13 2020 13:10:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0212,Wed May 13 2020 13:12:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,can my son come to my house,"Permissible activities, Family relationships",,,,
05/20-0213,Wed May 13 2020 13:45:30 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Comment peut-on avoir la Covid-29 si pas de température , juste maux de gorge et?",Symptoms,,,,
05/20-0214,Wed May 13 2020 13:54:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Who qualifies for the senior package for covid 19,Financial support,,,,
05/20-0215,Wed May 13 2020 13:57:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,Is there responses for people who have underlying conditions who's partners are front line workers?,Vulnerable people,,,,
05/20-0216,Wed May 13 2020 14:24:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0217,Wed May 13 2020 14:36:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I'm trying to find out if I should wear gloves to the grocery or drug store.,PPE,,,,
05/20-0218,Wed May 13 2020 14:38:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,New cases in ontario,Cases,,,,
05/20-0219,Wed May 13 2020 14:49:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"My sister has tested positive and works at long term care. She has followed all the proper guide lines. She has tester fore more time and is still positive. They have called her to say her case is closed. She has not seen her test and is scared to go back to work, she is scared that she can spread",Workplaces,,,,
05/20-0220,Wed May 13 2020 15:25:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Que doit-on faire après la quarantaine. Peut-on sortir de la chambre. ON n'a aucun symptôme. Comment doit-on vivre à la maison. Trois personnes chez moi sont testée positive et je suis le seul à ne pas passer le test et je n'ai aucun symptôme,Quarantine isolation self-isolation,,,,
05/20-0221,Wed May 13 2020 15:52:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Does corvid19 always start in the nasal passage and is that why they swab the nose,Course of illness,,,,
05/20-0222,Wed May 13 2020 15:57:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,When do you know you are free from the virus..have had a positive negative then 2 days after positive test self isolation for 14 days before 1st positive started April 3 and have had no contact except for testing at hospital ..still in isolation.,Quarantine isolation self-isolation,,,,
05/20-0223,Wed May 13 2020 16:07:11 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,What is covid 19,What is COVID,,,,
05/20-0224,Wed May 13 2020 16:14:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What is the process for someone requested to come back to site after being off since the start of the essential personel only,Workplaces,,,,
05/20-0225,Wed May 13 2020 16:27:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Help for people with disabilities,Vulnerable people,,,,
05/20-0226,Wed May 13 2020 16:41:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Question??? Est-ce qu’un employeur a le droit de me rappeler pour entrer au travail si j’ai 70 ans Merci,Workplaces,,,,
05/20-0227,Wed May 13 2020 16:58:06 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,admissibilité PCUE,Financial support,,,,
05/20-0228,Wed May 13 2020 17:10:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,want to make contact with grandchildren,"Permissible activities, Family relationships",,,,
05/20-0229,Wed May 13 2020 17:22:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,what treatment should be used to treat the coronavirus in patient recovering at home? Is there anything in particular,Treatment,,,,
05/20-0230,Wed May 13 2020 17:41:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I was looking for my results from corn-19 testing done over a week ago..Catherine may baptie,Feedback unclear,,,,
05/20-0231,Wed May 13 2020 17:46:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Aucun symptôme mais j aimerais passer le test pour être plus sur,Testing,,,,
05/20-0232,Wed May 13 2020 17:50:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0233,Wed May 13 2020 17:56:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"You need to update your symptom list like Alberta’s and pneumonia is not a symptom, but a diagnosis or condition.",Symptoms,,,,
05/20-0234,Wed May 13 2020 18:03:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Délai pour symptômes après avoir reçu des gouttelettes,Symptoms,,,,
05/20-0235,Wed May 13 2020 18:13:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Is there any emergency benefit for cpp disability pensioners,Financial support,,,,
05/20-0236,Wed May 13 2020 18:15:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What are the regulations for travelling to and from Provinces.,Travel within Canada,,,,
05/20-0237,Wed May 13 2020 18:25:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Is there and cure for the corona? just wondering hope you have a great day,Vaccine,,,,
05/20-0238,Wed May 13 2020 18:31:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-0239,Wed May 13 2020 18:42:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,trying to find out if I am under a quarantine order,Quarantine isolation self-isolation,,,,
05/20-0240,Wed May 13 2020 18:50:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Médicaments de soulagemente,Treatment,,,,
05/20-0241,Wed May 13 2020 19:36:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0242,Wed May 13 2020 19:51:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Where can I find out my test results,Testing,,,,
05/20-0243,Wed May 13 2020 19:53:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Seasonal camping in Nova Scotia. Is it acceptable to travel 2 hours to get to seasonal lot just for the weekend,"Permissible activities, Camping",,,,
05/20-0244,Wed May 13 2020 20:04:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,"I can smell a smokers smoke from over 20 feet away. Covid does not smell but travels in the air. Can I breathe in the virus from 20 feet away and if so, what kink of a mask should I were to prevent myself from getting covid.",Transmission,,,,
05/20-0245,Wed May 13 2020 20:18:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Si je suis atteinte et que j’habite seule avec mon fils, comment puis- je évite de le contaminer tout en continuant repas, ménage...","Treatment, At home",,,,
05/20-0246,Wed May 13 2020 20:27:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What is the percentage of positive COVID cases that have been determined to be asymptomatic?,Cases,,,,
05/20-0247,Wed May 13 2020 17:12:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0248,Wed May 13 2020 17:44:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",Contagious,,,,
05/20-0249,Wed May 13 2020 17:44:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",Virus mutation,,,,
05/20-0250,Wed May 13 2020 18:15:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Will cpp disability pensioners recieve money for emergency response,Financial support ,,,,
05/20-0251,Wed May 13 2020 17:51:38 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Article scientifique sur le covid 19,Feedback unclear,,,,
05/20-0252,Wed May 13 2020 21:23:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,airborne virus,Feedback unclear,,,,
05/20-0253,Wed May 13 2020 21:25:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Sera-t-il permis à un home de 80 ans de jouer au golf à partit du 20 mai?,"Permissible activities, Golf",,,,
05/20-0254,Wed May 13 2020 22:33:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,douleur et diaree,Feedback unclear,,,,
05/20-0255,Wed May 13 2020 22:57:50 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,Ou passer un test du covid-19,Testing,,,,
05/20-0256,Wed May 13 2020 22:59:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I need to know if my employer has the right to hide the name of an infected coworker.,Workplaces,,,,
05/20-0257,Wed May 13 2020 23:00:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The information isn’t clear,Can 5 people talk to each other outside while maintaining social distancing?,"Permissible activities, Social contact",,,,
05/20-0258,Wed May 13 2020 23:08:04 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"D'où vient le nom ""COVID-19""",What is COVID,,,,
05/20-0259,Wed May 13 2020 23:12:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
05/20-0260,Wed May 13 2020 23:18:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,Been in isolation for 2 months is it all right to go out. Am 83 yrs. Old average health..,Vulnerable people,,,,
05/20-0261,Wed May 13 2020 22:40:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0262,Wed May 13 2020 23:15:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0263,Wed May 13 2020 23:31:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,all symptoms of coronavirus,Symptoms,,,,
05/20-0264,Thu May 14 2020 00:18:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,How many cases of coronavirus in Toronto as may 13,Cases,,,,
05/20-0265,Thu May 14 2020 00:53:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I need to find a place for my family member to self isolate, he is returning from two month at Russia through Frankfort.",Travel from outside Canada,,,,
05/20-0266,Thu May 14 2020 01:01:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I have a friend that her child has been living with her father for the last 2 months during this pandemic and now the child is with her mother. Can the mother take her out visiting to her friends house or does the child have to isolate. The child is coming from a high case city,Quarantine isolation self-isolation,,,,
05/20-0267,Thu May 14 2020 01:18:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,All the symptoms,Symptoms ,,,,
05/20-0268,Thu May 14 2020 01:40:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Is it true that wearing mask is now a law?,PPE,,,,
05/20-0269,Thu May 14 2020 01:57:20 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,whay does a carona virus do to a human body?,Course of illness,,,,
05/20-0270,Thu May 14 2020 01:57:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,,No details,,,,
05/20-0271,Thu May 14 2020 02:11:18 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Quoi faire si on a le corona virus,Treatment,,,,
05/20-0272,Thu May 14 2020 03:07:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,mesure de désinfection pour l'ouverture des garderies,Cleaning,,,,
05/20-0273,Thu May 14 2020 03:11:18 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"you should not put title ""treating"", since you provide zero information about it",Treatment,,,,
05/20-0274,Thu May 14 2020 03:29:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Je voudais porter une visiere dental acheter sur internet au lieu du masque est ce aussi efficace,PPE,Y,Email,,
05/20-0275,Thu May 14 2020 05:11:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"how do you treat Covid 19 related symptoms?e.g. what cough medication to use, for diarrhea is it OK to use anti-motility agent or just electrolyte replacement, etc.","Treatment, At home",,,,
05/20-0276,Thu May 14 2020 10:51:57 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Je veux savoir les premiers symptômes,Symptoms ,,,,
05/20-0277,Thu May 14 2020 10:53:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,I was looking for a clear list of necessary precautions to take to avoid infection,Avoid infection,,,,
05/20-0278,Thu May 14 2020 11:39:44 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,"Hier aux questions réponses de TVA nouvelles vers 20 h Dr.Laurie Robichaud il expliquait la différence entre positif et détecté lors du résultat . Pourrais je avoir le reportage svp, Merci",Testing,,,,
05/20-0279,Thu May 14 2020 12:43:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,"J'ai besoin de ma famille pour déménagé, combien de personnes puis-je prendre","Permissible activities, Moving",,,,
05/20-0280,Thu May 14 2020 13:23:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,Definition of Close Contact,Terminology,,,,
05/20-0281,Thu May 14 2020 13:42:57 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0282,Thu May 14 2020 13:48:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,That’s a very incomplete list of possible symptoms.,Symptoms ,,,,
05/20-0283,Thu May 14 2020 14:05:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"I have heard that wearing a mask in public is now mandatory, is this information correct?",PPE,,,,
05/20-0284,Thu May 14 2020 14:50:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"Can I take a family member not living with me, shopping when needed?","Permissible activities, Shopping",,,,
